age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,last_audit_team_id,loan_defaulted
30,70174.94,12.5,8630.89,48,7.41,734,4,0,5639.59,10,0
27,32400.55,3.7,16605.44,36,9.64,577,6,1,2167.04,6,0
41,66777.72,5.1,4332.68,24,8.26,649,3,0,5368.34,12,0
55,18248.31,0.4,75116.87,36,8.61,652,3,1,-854.39,5,1
44,55109.77,4.0,30613.14,48,7.58,683,3,0,3851.15,1,0
48,24654.45,13.5,100000.0,36,6.78,743,1,0,-1023.12,4,0
36,20567.79,1.0,5920.33,24,6.02,778,1,0,1451.54,6,0
26,20431.3,2.2,31513.83,36,9.92,665,5,1,686.93,6,0
37,41291.75,0.6,2030.99,36,12.04,484,9,1,3373.48,6,0
25,20695.27,10.4,14131.32,12,9.67,592,2,0,484.41,10,0
39,54157.88,3.3,28267.16,60,8.07,671,2,0,3939.05,10,0
25,15000.0,15.3,5552.42,36,8.66,645,3,0,1074.31,16,0
49,111120.72,14.9,11444.72,36,8.02,704,2,3,8901.32,8,1
42,30884.43,4.6,24138.99,12,8.83,665,2,0,464.61,15,1
18,18081.91,2.0,4217.21,48,11.64,526,4,1,1396.51,11,0
36,15000.0,0.0,30089.09,48,12.72,474,4,0,446.96,5,1
33,56921.68,4.8,36081.16,24,11.56,536,1,1,3052.41,5,1
29,42442.32,0.7,20580.7,24,7.79,691,4,1,2608.02,6,0
18,50327.3,2.8,42566.26,48,10.59,567,2,1,3102.25,6,0
26,27984.9,0.3,8758.22,48,9.07,656,6,2,2113.84,6,0
39,79102.86,13.5,20185.89,48,9.13,664,4,1,6088.33,0,1
29,46970.28,4.4,4899.16,24,5.27,841,1,0,3698.66,12,0
43,15000.0,2.2,8520.43,48,7.95,732,6,0,1042.19,12,0
29,47587.08,1.5,2940.42,24,11.08,537,2,1,3828.43,1,0
40,22625.74,9.9,15010.09,12,6.98,769,1,1,586.84,16,0
36,45682.62,2.6,11697.8,48,10.62,564,4,0,3506.7,5,1
27,62744.28,1.2,20280.87,60,10.86,550,0,0,4789.15,12,0
50,27988.67,1.4,4922.34,36,9.27,681,1,1,2175.24,11,0
35,23367.3,1.9,15282.66,24,6.78,797,3,0,1264.55,7,0
24,59851.07,5.9,13080.73,24,11.06,529,1,0,4377.56,1,0
26,15913.39,2.0,11803.83,60,7.07,789,0,0,1092.0,4,0
38,89174.3,2.6,8425.75,36,12.01,505,4,0,7151.3,15,1
36,22305.63,4.2,4690.15,48,6.84,770,5,0,1746.84,12,0
29,48559.77,8.7,9004.61,48,10.79,511,2,0,3814.84,17,0
41,77484.83,1.3,7665.24,60,10.73,592,4,0,6291.44,17,0
31,22877.21,5.0,5744.58,24,9.88,625,2,0,1641.67,12,0
50,16622.03,1.3,49610.45,24,11.71,551,4,0,-943.45,2,1
45,32090.89,4.5,16580.31,36,12.01,532,3,0,2123.46,17,0
34,21916.42,7.4,24218.85,12,5.35,850,1,0,-250.83,8,1
39,15000.0,9.5,9643.73,12,5.7,790,2,1,421.33,9,0
28,58157.16,3.1,29893.6,12,10.79,600,4,0,2207.31,6,0
18,20400.14,1.3,3174.3,36,9.93,625,2,1,1597.69,12,0
25,65508.93,1.7,28057.8,60,9.81,597,2,0,4865.55,5,1
34,15000.0,7.9,60068.48,12,10.21,565,2,0,-4036.84,5,1
51,57940.28,1.5,29276.42,24,10.09,604,2,1,3476.18,3,0
30,84714.85,2.2,30425.94,36,8.85,657,7,0,6094.16,12,0
22,20717.78,5.1,19459.91,36,7.6,687,4,0,1120.26,1,0
28,55002.72,6.4,14166.59,48,9.39,633,2,0,4228.39,10,0
36,74014.92,6.5,9644.01,60,12.16,475,1,0,5952.6,0,1
26,44172.97,23.9,13893.33,48,8.64,655,2,0,3337.71,5,1
54,17862.81,4.1,11459.09,36,9.83,604,3,0,1119.73,4,0
42,15000.0,3.2,22006.51,24,12.77,477,2,1,206.15,15,1
46,107459.9,0.1,18266.29,36,10.09,564,5,0,8364.82,4,0
39,24009.32,0.2,5543.66,24,8.96,646,4,0,1747.62,11,0
47,39130.94,8.6,5566.12,36,7.38,725,4,0,3088.08,16,0
43,59589.88,1.2,34212.58,24,7.72,706,4,0,3422.85,1,0
39,103336.89,3.5,34561.49,24,9.19,635,0,1,7029.46,4,0
29,15000.0,2.3,10448.8,36,8.62,651,4,1,919.58,0,1
51,28756.93,11.9,8984.67,36,10.8,568,1,0,2103.11,8,1
34,29024.09,6.2,14009.31,12,4.99,850,3,0,1219.44,3,0
37,44964.15,0.4,24620.49,12,10.17,549,2,0,1580.53,2,1
30,74933.73,2.4,26895.31,24,6.36,784,5,0,5048.09,4,0
30,37723.37,7.8,9143.15,48,8.83,651,5,0,2916.82,6,0
33,20007.96,1.8,23835.96,12,9.31,664,5,2,-420.59,15,1
28,29807.42,5.4,7242.93,48,8.8,628,5,1,2304.4,11,0
49,47503.49,3.4,34887.61,48,9.98,622,4,0,3074.12,10,0
43,58086.87,0.5,18523.43,24,9.55,630,2,0,3989.65,5,1
19,62401.16,10.9,18779.25,48,10.03,601,2,2,4723.54,7,0
28,64361.71,22.7,12206.63,48,6.81,780,4,1,5072.25,1,0
39,15000.0,7.6,7165.71,24,7.78,701,2,0,926.63,1,0
34,41014.32,3.7,14224.69,48,9.41,663,8,0,3061.1,10,0
42,24701.67,0.1,13196.61,36,5.44,850,2,0,1660.35,16,0
29,50794.73,4.9,13358.63,60,6.03,850,2,0,3974.45,16,0
23,15000.0,1.0,7655.12,48,8.39,677,2,2,1061.71,9,0
41,19532.71,2.5,10938.15,48,10.32,621,3,1,1348.62,0,1
42,30767.91,2.2,12686.47,36,10.66,536,3,0,2150.69,2,1
21,29589.76,1.2,17258.4,48,10.43,584,3,1,2024.52,2,1
26,33996.37,1.8,11605.34,36,6.0,783,2,1,2479.97,13,0
34,15000.0,2.3,1534.92,12,10.1,603,7,1,1114.98,4,0
34,27452.5,4.1,31261.98,48,6.92,750,3,0,1540.26,6,0
38,62410.16,1.6,4979.39,48,8.8,662,4,0,5077.41,17,0
36,27809.53,3.5,6070.94,24,9.94,577,3,0,2037.49,0,1
29,61723.12,7.6,26903.71,36,9.65,606,4,0,4279.9,14,0
27,15000.0,1.1,4514.93,36,9.94,566,4,1,1104.44,16,0
47,20407.45,6.8,10521.79,24,8.2,694,6,0,1223.79,13,0
52,44631.88,2.7,6500.95,36,7.25,710,2,0,3517.85,14,0
45,15000.0,5.2,32848.66,24,7.76,741,5,1,-232.06,8,1
18,45576.75,5.8,2406.31,48,13.35,447,4,1,3733.09,4,0
19,23413.41,1.4,27397.24,48,5.11,850,2,0,1318.81,11,0
28,53977.59,6.1,54057.34,48,13.74,459,7,0,3027.98,2,1
35,15000.0,3.4,8089.82,24,10.23,615,4,0,875.84,0,1
42,41716.63,2.0,35814.52,36,10.43,554,6,1,2313.51,1,0
22,59102.12,2.7,39284.45,48,9.5,630,3,0,3938.23,9,0
18,15000.0,4.7,19881.77,36,5.62,799,7,0,648.58,6,0
51,62463.73,7.2,11566.85,12,10.88,567,7,1,4183.66,9,0
36,37937.76,1.6,2969.04,24,7.35,718,4,0,3028.08,15,1
19,49070.31,2.2,9651.64,24,11.57,540,1,0,3636.79,8,1
29,50029.6,4.3,18468.07,36,4.83,850,6,0,3617.04,4,0
30,78949.22,5.0,10187.29,48,9.18,632,3,2,6324.72,11,0
37,30555.01,4.1,4995.08,36,11.93,482,3,0,2380.51,8,1
27,15000.0,18.2,28809.9,48,8.87,637,2,0,534.84,15,1
31,25659.16,1.1,6087.62,48,6.83,724,4,0,1992.97,13,0
37,16532.51,4.9,19359.01,24,9.05,686,0,1,492.85,8,1
34,15000.0,17.4,18528.83,48,9.95,625,0,0,780.51,4,0
51,32953.16,11.4,10056.5,36,8.64,687,6,0,2427.99,8,1
48,26043.68,8.6,12645.56,48,6.18,817,2,0,1872.28,17,0
27,28854.58,0.3,4773.09,48,8.57,703,3,0,2286.74,13,0
26,17007.91,9.9,6345.6,24,6.95,766,2,0,1133.36,7,0
36,15000.0,2.0,15333.94,36,8.6,658,3,0,765.23,13,0
30,15000.0,2.6,22861.41,24,7.25,694,11,0,223.84,13,0
30,50333.45,4.8,10799.24,48,11.84,545,3,0,3910.92,17,0
18,67499.07,6.6,33589.84,36,11.96,515,4,1,4509.9,0,1
31,40662.41,3.5,17026.83,48,9.93,639,2,0,2957.26,16,0
33,68337.73,1.8,6510.03,36,8.86,662,4,0,5488.22,4,0
39,54840.4,3.3,4726.38,24,8.99,657,3,0,4354.13,7,0
37,15000.0,1.9,7604.9,48,6.45,773,6,0,1069.83,7,0
18,142098.28,5.4,32546.06,60,11.31,589,4,0,11128.85,3,0
25,15000.0,5.8,17450.63,36,6.4,778,2,0,715.95,13,0
34,23662.83,4.7,9422.91,12,8.79,634,3,0,1148.77,16,0
45,15000.0,0.5,17223.34,24,9.16,650,2,0,461.89,3,0
30,41370.09,5.5,22957.0,24,7.78,742,5,0,2411.53,0,1
29,20338.2,0.5,16628.36,36,7.02,748,4,1,1181.26,15,1
32,129748.6,1.4,24181.08,60,7.32,753,3,0,10329.91,9,0
26,40251.18,8.2,8933.73,12,6.69,764,2,1,2582.53,13,0
45,31605.31,7.1,8535.01,48,9.11,673,4,0,2420.94,9,0
38,72923.66,2.0,24165.06,36,9.17,642,1,0,5306.62,17,0
26,23470.09,1.3,22500.25,36,13.09,440,5,1,1196.74,3,0
29,145973.54,2.8,32951.47,48,8.65,643,3,0,11349.93,17,0
35,174805.44,10.3,17596.37,12,7.92,704,3,1,13037.09,4,0
32,32341.12,5.3,11484.97,24,7.47,726,4,1,2178.43,11,0
22,23066.82,16.3,11951.37,36,10.61,592,3,0,1533.17,12,0
25,48990.11,6.1,9191.99,24,8.18,727,5,0,3666.03,12,0
45,113175.01,8.5,21581.46,48,7.32,726,4,0,8911.25,1,0
27,104971.4,1.1,14868.41,36,9.65,583,2,1,8270.29,0,1
33,29206.72,1.2,2390.26,36,9.5,682,2,0,2357.33,4,0
35,60300.74,2.2,28463.48,36,7.73,715,4,0,4136.66,13,0
22,33534.25,4.3,25142.35,36,6.88,718,0,0,2019.58,2,1
43,20843.67,2.6,17291.45,48,6.33,765,4,0,1328.26,12,0
39,84395.82,3.7,6416.6,48,9.92,612,2,0,6870.49,7,0
33,40635.34,23.2,27530.29,48,4.75,850,2,1,2755.39,11,0
25,31058.29,9.9,7584.26,24,9.19,653,3,0,2241.04,14,0
55,26876.46,2.1,30606.95,48,10.96,579,4,0,1449.25,2,1
19,15000.0,9.7,19724.59,24,8.02,690,4,1,357.73,15,1
33,63161.43,7.0,5722.37,24,12.15,523,3,0,4993.68,11,0
47,53321.26,15.3,8490.13,48,11.08,523,3,1,4223.68,14,0
43,30149.4,3.5,6966.41,24,8.76,638,3,1,2194.96,4,0
34,91074.33,5.9,12606.28,48,9.94,595,0,0,7270.16,13,0
37,15000.0,2.7,7531.49,24,10.24,566,4,1,901.63,0,1
37,63012.82,12.6,24555.69,36,8.05,690,2,0,4481.02,7,0
57,20692.54,15.3,26847.41,48,9.98,619,2,0,1043.72,1,0
23,31002.18,11.6,10832.73,48,7.29,713,2,1,2322.65,17,0
43,73184.97,3.5,20328.61,48,7.65,705,2,0,5605.8,9,0
29,19617.9,1.0,11827.24,48,9.68,594,3,0,1336.67,9,0
28,45653.59,7.6,30805.04,12,7.48,670,3,0,1132.19,16,0
32,121277.84,0.7,11236.74,12,10.64,534,1,0,9115.25,4,0
27,19515.93,4.2,33551.07,24,10.16,637,4,0,75.64,8,1
28,33715.32,5.7,8935.03,36,7.6,692,3,1,2531.26,4,0
26,41462.05,5.0,22865.14,24,9.94,602,4,0,2400.69,11,0
18,77280.33,0.3,70575.35,60,10.5,597,5,0,4923.09,0,1
32,45395.98,16.5,20075.49,48,11.3,565,3,1,3261.21,4,0
18,15000.0,4.5,14322.15,60,11.02,502,5,0,938.46,0,1
51,27189.68,5.1,18641.48,12,10.68,567,3,0,621.02,8,1
60,29030.94,5.2,42686.37,24,7.51,733,2,0,498.18,15,1
35,53773.33,4.3,11413.91,24,10.45,564,1,0,3952.04,3,0
50,21936.17,6.6,7781.92,48,7.47,759,3,1,1639.96,14,0
42,23906.48,1.7,49971.11,48,10.09,544,2,0,722.65,7,0
28,15000.0,4.4,17545.09,48,7.67,729,4,1,824.39,2,1
36,41550.23,0.1,4645.03,60,10.96,557,2,0,3361.62,6,0
37,41622.13,21.6,7768.27,24,10.8,581,0,0,3107.17,9,0
39,50914.29,8.0,5354.42,48,8.86,706,3,0,4109.97,4,0
44,19330.35,2.4,8827.08,48,7.1,738,4,0,1399.08,2,1
39,27361.07,0.3,2875.85,48,6.62,780,4,0,2211.73,14,0
27,32580.09,1.0,24556.96,48,9.01,632,2,1,2103.79,1,0
40,35428.72,1.0,14646.39,12,8.48,682,4,0,1675.07,1,0
41,66567.53,4.1,24521.93,48,7.95,696,3,0,4949.22,13,0
28,40638.85,2.2,6861.93,36,5.81,754,3,0,3178.41,15,1
35,20348.58,3.7,8808.94,24,5.77,814,5,0,1306.21,6,0
37,61371.93,1.4,28034.28,60,10.67,531,6,0,4509.4,11,0
33,30105.73,6.1,7155.82,60,11.4,503,4,2,2351.79,12,0
52,222145.98,0.2,20893.35,36,9.95,589,1,0,17838.49,3,0
26,44607.21,1.1,30503.69,48,6.41,762,1,1,2995.14,7,0
25,32195.37,0.8,8015.19,48,9.89,592,3,2,2480.09,7,0
31,44373.37,1.1,26843.57,48,12.21,447,2,0,2988.12,0,1
40,39309.13,16.2,26449.61,12,6.97,762,5,0,987.53,10,0
56,40614.68,8.6,7793.79,60,5.17,850,3,0,3236.87,17,0
32,108430.85,5.3,13163.89,60,4.77,827,1,1,8788.87,16,0
32,15000.0,1.4,27934.85,48,9.73,604,3,0,545.12,15,1
42,15000.0,18.7,13232.0,36,6.54,743,3,0,844.21,8,1
23,15677.83,6.3,12375.96,48,5.9,793,6,0,1016.4,1,0
26,36947.5,3.4,13850.88,12,7.67,701,3,0,1876.2,7,0
40,35115.92,5.4,36252.25,36,9.2,619,4,1,1770.14,3,0
26,16842.31,2.3,9880.01,24,7.66,725,4,0,958.21,13,0
18,43209.42,0.3,9183.72,60,8.57,664,3,0,3412.06,17,0
26,36834.51,2.5,9299.73,48,10.59,590,4,1,2831.03,12,0
29,29765.41,3.0,38431.98,12,8.65,661,5,1,-874.25,8,1
43,17440.63,30.1,12179.91,48,9.76,589,4,0,1145.87,5,1
39,19009.64,0.8,33046.0,48,9.15,635,3,0,759.43,15,1
31,15000.0,0.2,14794.86,36,10.52,599,3,1,768.99,14,0
25,15000.0,2.7,38084.09,48,6.51,774,3,0,346.66,17,0
35,15000.0,0.6,7314.86,12,5.54,801,4,1,621.98,1,0
27,39903.06,8.9,7297.15,24,12.56,497,3,0,2979.84,8,1
43,84203.51,5.5,22465.53,36,8.61,645,3,0,6306.63,9,0
42,104338.47,6.1,11072.18,48,13.54,423,5,1,8394.86,11,0
42,99236.64,1.0,58868.0,36,7.73,701,6,0,6432.33,13,0
18,62002.58,0.1,44759.58,48,8.82,637,4,0,4056.86,16,0
42,15000.0,0.4,5290.83,36,7.48,718,1,1,1085.47,8,1
22,59219.3,3.4,30223.19,48,11.92,535,6,0,4140.24,0,1
46,15000.0,6.6,40015.3,48,8.27,692,2,0,268.03,13,0
36,71878.68,1.6,7739.75,24,10.38,573,2,0,5631.38,15,1
53,69039.94,5.6,13005.37,24,8.03,713,1,0,5164.95,1,0
38,36482.34,14.1,25573.19,12,11.33,526,5,1,776.06,5,1
32,74575.8,2.8,2303.65,24,7.9,666,3,0,6110.57,9,0
39,59382.34,1.3,28012.85,12,10.13,564,2,0,2484.06,5,1
32,80598.67,4.0,18484.89,36,11.0,565,6,0,6111.38,11,0
38,70089.19,5.5,22999.08,12,9.07,644,4,0,3828.72,15,1
34,40837.46,2.8,20874.87,36,5.14,850,4,0,2776.17,1,0
36,30830.64,1.3,3404.33,36,5.25,803,5,0,2466.81,14,0
24,27350.56,8.6,27588.71,60,10.1,585,1,0,1691.68,1,0
51,96754.53,0.6,40078.81,48,8.84,673,4,0,7068.56,10,0
68,15000.0,0.0,22800.81,36,9.37,640,1,0,521.01,15,1
33,20780.29,0.3,7673.34,24,10.39,629,3,0,1376.22,16,0
37,15000.0,3.8,11562.38,12,7.76,643,3,0,245.49,0,1
40,20984.9,3.5,9355.01,48,11.77,499,6,0,1503.44,0,1
34,15000.0,1.1,21035.96,36,11.17,551,1,1,559.61,2,1
22,20602.5,6.7,3103.9,48,12.65,483,0,0,1634.14,17,0
20,46849.16,3.3,18509.01,60,10.13,584,5,1,3509.65,8,1
35,31202.25,0.8,4067.74,12,7.83,665,1,1,2246.66,6,0
46,32721.32,4.9,36154.64,48,5.62,797,4,0,1883.97,1,0
22,48101.9,5.4,15734.23,36,6.71,799,3,0,3524.75,2,1
21,93498.04,3.7,7129.33,12,10.35,561,3,0,7163.56,5,1
35,17475.45,0.4,28844.26,24,10.67,505,1,0,116.33,0,1
49,27341.14,3.2,4919.93,24,10.06,581,2,0,2051.26,11,0
31,89044.25,2.5,9832.3,24,7.39,703,5,0,6978.4,4,0
18,15000.0,0.7,13129.34,36,7.19,715,4,0,843.46,14,0
49,61309.13,3.4,97505.57,60,11.12,559,7,0,2983.25,7,0
21,36752.01,19.0,13300.64,24,9.1,632,2,0,2454.42,16,0
39,78476.92,3.4,9747.83,48,7.28,749,3,0,6305.05,9,0
46,56969.13,2.2,8371.13,36,5.33,850,1,0,4495.29,14,0
28,47452.85,2.2,14136.98,48,8.82,648,3,0,3603.81,6,0
48,28296.72,2.8,23133.84,24,7.72,730,6,0,1314.73,16,0
39,89477.93,0.1,40506.42,48,9.09,671,4,0,6446.76,14,0
33,44187.8,9.8,4928.46,48,9.95,579,2,2,3557.44,4,0
27,95233.28,1.1,8882.75,48,9.24,609,3,1,7714.05,1,0
43,33951.86,3.9,5218.6,60,11.85,567,2,1,2713.63,5,1
19,15000.0,0.6,43536.49,24,9.89,605,3,0,-756.78,17,0
35,15000.0,6.6,20304.26,48,8.72,671,6,1,747.42,3,0
47,71165.64,12.3,14889.82,36,8.24,697,2,0,5462.23,13,0
36,54633.55,2.4,12020.58,48,10.45,617,4,1,4245.32,4,0
27,77663.67,3.0,18545.83,36,7.04,711,2,0,5898.99,1,0
42,29985.69,17.5,57440.87,36,10.71,579,2,0,626.15,1,0
55,15043.45,0.7,45402.06,48,10.07,610,4,0,100.58,6,0
36,44252.38,5.0,11909.27,12,7.97,684,2,0,2651.89,4,0
58,20250.54,2.0,23387.63,48,12.16,522,1,1,1069.82,15,1
26,39363.99,5.3,12582.73,36,8.49,661,2,0,2883.18,10,0
19,15000.0,0.6,43536.49,24,9.89,605,3,0,-756.78,17,0
40,29123.63,1.2,18666.49,48,9.0,664,0,0,1962.45,2,1
36,52987.25,1.3,7167.88,48,8.44,667,3,1,4239.13,14,0
36,19944.91,0.9,3614.97,36,8.08,657,3,0,1548.66,9,0
33,28087.62,9.4,10463.49,36,10.11,608,2,1,2002.47,7,0
31,15000.0,3.4,17318.5,48,8.28,703,1,0,824.92,3,0
55,37958.0,2.1,10441.2,48,10.47,595,3,0,2895.99,10,0
31,53128.41,24.5,19356.06,36,9.68,639,3,0,3805.71,11,0
34,15000.0,3.6,25680.21,24,6.54,749,3,0,105.58,15,1
22,26568.51,3.2,26359.72,48,8.11,690,6,0,1569.16,10,0
34,61652.03,2.0,10549.95,36,7.04,713,4,1,4811.72,7,0
42,86336.32,9.2,11085.68,24,9.33,607,4,1,6686.57,5,1
31,386326.35,3.6,8440.38,36,12.83,438,3,0,31910.16,17,0
25,29012.37,6.9,2700.92,36,8.13,711,2,0,2332.9,4,0
27,25350.61,7.6,8869.55,48,8.5,683,1,0,1893.93,16,0
36,28151.36,3.2,3845.8,36,7.93,670,2,1,2225.56,17,0
25,38967.1,7.3,36390.4,60,8.81,644,2,0,2495.2,12,0
53,31145.07,0.9,14889.62,48,9.82,639,0,0,2219.07,13,0
29,102347.4,4.8,7376.42,36,6.77,751,1,0,8301.96,9,0
18,15000.0,16.0,18948.12,48,9.56,585,3,1,773.42,7,0
43,23064.15,3.4,22218.52,36,8.2,690,2,0,1223.71,10,0
32,68984.66,9.1,39217.04,48,9.74,625,3,1,4758.97,17,0
18,19685.87,4.0,4444.02,48,5.17,793,3,0,1537.8,3,0
47,15000.0,0.5,10813.42,36,10.78,611,2,0,897.11,1,0
54,170735.37,2.0,13715.14,60,7.95,654,3,0,13950.18,11,0
21,22157.63,0.6,20843.82,48,9.41,642,3,0,1323.7,10,0
34,66310.63,2.8,5695.34,36,9.2,631,2,0,5344.25,3,0
41,15000.0,7.2,18856.62,60,11.07,521,7,2,839.35,17,0
46,58786.98,15.3,15112.6,48,9.84,601,4,2,4516.78,15,1
45,22259.61,2.8,33774.58,48,8.74,684,7,0,1018.65,17,0
29,32013.25,3.8,29850.73,48,11.21,543,3,2,1893.22,16,0
42,93163.61,2.4,22181.46,12,9.6,608,2,0,5817.66,6,0
32,15000.0,1.5,15872.17,48,10.21,576,2,0,845.84,1,0
37,15000.0,15.3,16061.61,36,7.46,726,1,1,750.68,11,0
40,49423.12,4.3,4182.77,48,6.57,741,4,0,4019.26,1,0
38,25337.82,0.4,73494.64,12,8.04,725,4,0,-4283.06,13,0
27,26325.05,5.0,7672.76,36,11.36,569,5,0,1941.25,16,0
31,26489.55,1.8,45753.42,24,6.49,773,6,0,169.53,10,0
18,62638.92,8.8,12683.99,24,7.54,696,4,0,4648.9,16,0
29,60023.56,2.9,10553.98,36,11.48,541,4,0,4654.04,6,0
59,38655.28,3.1,19590.57,60,10.76,554,4,0,2797.67,5,1
36,29733.2,6.1,16883.39,24,11.3,543,6,0,1688.51,9,0
21,53449.21,7.7,31418.58,12,13.55,402,3,1,1639.77,8,1
53,22908.07,10.7,15738.9,36,9.19,637,3,0,1407.12,11,0
39,51573.49,3.7,43351.33,60,7.33,697,2,0,3432.62,15,1
64,23476.94,0.9,24710.64,36,7.48,663,2,0,1187.98,7,0
47,38411.49,13.0,58687.22,48,9.4,616,5,0,1729.35,1,0
48,51780.13,5.7,24494.43,48,8.33,661,2,1,3713.23,14,0
37,173369.62,1.7,9545.02,24,9.11,639,0,0,14010.93,13,0
34,15000.0,0.5,7370.03,48,7.5,738,5,1,1071.8,12,0
45,20540.42,3.1,19949.49,36,7.66,736,3,0,1089.68,5,1
45,44807.13,6.3,7778.84,48,10.13,626,5,0,3536.15,6,0
64,36187.59,1.3,24605.84,12,6.3,750,7,0,894.5,2,1
35,30349.98,0.4,6195.71,48,6.94,701,4,0,2380.97,10,0
29,83482.38,1.4,7627.47,48,10.03,651,4,0,6763.3,11,0
36,43863.98,0.1,5084.93,24,5.88,790,1,0,3430.24,11,0
41,34381.75,2.4,34869.94,36,10.24,643,2,1,1736.06,16,0
32,15000.0,8.5,7452.11,48,6.68,744,5,0,1072.65,4,0
26,35024.42,10.4,1284.79,12,9.2,632,8,1,2806.23,11,0
32,29357.27,3.5,2888.04,24,5.4,818,6,0,2319.22,3,0
46,16407.46,2.4,36956.81,36,9.12,610,1,0,190.01,16,0
32,28801.57,1.2,39103.96,48,12.13,501,4,0,1367.88,0,1
26,82383.02,4.1,21779.08,48,9.21,625,1,0,6321.1,3,0
36,33471.79,3.1,16897.91,36,8.53,681,2,0,2255.66,14,0
41,27216.08,28.4,2334.72,60,12.02,492,3,0,2216.05,5,1
43,77694.22,5.8,13521.78,48,11.27,516,4,0,6123.26,17,0
31,20741.2,11.8,9019.97,36,9.13,640,2,0,1441.05,14,0
50,24172.96,2.8,5845.5,24,14.16,431,2,0,1733.31,13,0
29,31907.21,0.2,18557.26,48,4.56,850,2,0,2235.26,15,1
48,105779.9,5.4,28186.81,12,7.2,771,2,0,6373.48,10,0
34,38974.5,6.6,30165.66,12,8.25,669,5,0,620.32,12,0
36,65903.02,0.1,15617.64,48,12.08,533,1,0,5080.03,5,1
39,48418.86,26.1,11032.88,24,12.46,476,4,0,3513.18,7,0
24,40444.99,7.6,8465.84,24,8.21,670,4,0,2986.72,4,0
45,31505.65,4.8,5647.16,48,9.07,639,2,1,2484.75,13,0
30,35358.05,8.1,24371.24,48,10.09,607,3,0,2327.33,4,0
58,59896.4,1.7,21793.21,60,7.78,725,3,0,4551.77,6,0
48,20484.91,6.8,6147.8,60,9.57,646,2,0,1577.75,3,0
54,84558.43,1.8,9179.27,12,6.4,796,4,0,6254.82,16,0
29,69986.5,1.7,16600.89,48,9.61,682,5,0,5414.27,6,0
29,266440.63,0.4,72117.04,48,9.81,601,3,0,20380.88,6,0
46,79110.8,1.1,13703.36,48,7.25,758,2,0,6262.83,3,0
29,15000.0,20.8,10810.0,60,9.06,653,4,0,1025.29,15,1
18,37141.15,2.2,5452.36,36,9.92,627,4,0,2919.37,1,0
29,24211.18,0.0,4345.64,36,9.56,669,3,0,1878.27,9,0
39,43349.44,0.8,15643.77,48,12.68,473,4,1,3195.25,17,0
36,46188.6,0.1,13185.22,36,8.89,603,3,0,3430.44,4,0
18,23535.46,0.6,4530.14,36,5.68,796,3,0,1824.13,6,0
18,43214.17,4.5,7507.93,60,14.78,387,3,1,3423.43,9,0
27,22843.76,1.2,9842.59,24,7.28,734,5,0,1461.72,13,0
35,110619.39,1.0,28412.27,60,8.87,635,2,0,8630.28,6,0
22,33643.15,2.4,3892.75,60,11.04,569,1,0,2718.88,7,0
36,16467.26,0.1,16310.32,36,8.87,663,1,0,854.59,14,0
35,40716.94,35.3,11440.57,60,12.35,437,0,0,3136.56,13,0
49,32872.77,2.2,16774.43,12,5.53,788,4,0,1299.3,15,1
26,51121.69,3.0,6422.0,60,9.58,662,4,0,4125.02,12,0
36,48230.55,5.8,9967.36,12,11.3,558,6,0,3136.89,2,1
29,105766.88,0.7,21286.32,36,7.92,733,2,0,8147.66,9,0
25,15000.0,4.4,20727.52,60,12.41,478,1,1,784.62,10,0
45,37745.42,0.3,22213.64,36,11.92,534,2,0,2408.49,2,1
46,15000.0,0.1,24670.87,24,6.05,778,4,0,156.02,5,1
39,89088.44,1.0,18875.63,36,9.27,635,1,0,6821.42,9,0
46,141382.22,33.7,21084.92,48,5.26,834,5,1,11293.79,6,0
43,80304.58,5.9,15618.05,48,8.49,670,3,0,6307.16,8,1
46,29932.72,0.1,1932.58,60,5.55,850,1,1,2457.43,12,0
31,30522.65,0.1,9102.39,24,6.55,749,3,0,2137.87,17,0
29,44894.94,8.8,18418.8,48,8.69,663,4,0,3285.6,4,0
45,37123.01,2.1,16187.54,24,8.75,664,7,0,2355.92,13,0
46,83929.65,8.7,6557.52,36,12.26,555,0,0,6775.52,17,0
18,96156.25,3.3,6216.54,60,8.38,667,5,0,7885.84,16,0
41,15000.0,1.9,12535.05,60,7.66,733,2,0,997.87,16,0
33,96220.15,2.4,37982.07,24,8.6,683,4,0,6290.11,11,0
27,20798.64,4.9,22811.3,24,6.58,773,3,0,716.24,16,0
41,84167.2,6.2,14491.71,48,13.04,449,4,0,6624.87,7,0
37,40188.49,2.4,8115.99,24,10.61,577,7,0,2972.24,15,1
39,31815.64,1.6,18977.1,36,8.98,632,3,0,2048.01,9,0
38,60349.81,17.3,12152.57,48,9.33,621,0,0,4724.83,11,0
26,25203.01,1.6,6973.3,48,10.26,592,1,1,1922.52,13,0
35,72890.39,2.3,18051.14,36,13.6,438,1,0,5460.75,1,0
40,15000.0,1.7,31822.85,36,5.3,850,1,0,291.95,8,1
39,18872.14,30.5,3068.63,48,12.05,508,2,0,1491.79,3,0
21,52285.5,0.6,85732.13,24,6.98,754,3,2,519.45,8,1
37,36842.71,11.9,66678.09,48,8.35,641,2,1,1431.44,0,1
